,State,Year,District,Dem Votes,GOP Votes,D Voteshare,Party,total_votes,net_wasted_votes,total_districts,state_total_dem_votes,state_total_gop_votes,state_total_votes,state_net_wasted_votes,efficiency_gap,dem_state_voteshare,dem_state_seatshare
8408,IA,2006,1,114322,89729,0.560261895,D,204051,-77433,5.0,492937.0,522388.0,1015325.0,-154721.0,-0.15,0.49,0.6
8409,IA,2006,2,107683,101707,0.514270022,D,209390,-98720,5.0,492937.0,522388.0,1015325.0,-154721.0,-0.15,0.49,0.6
8410,IA,2006,3,115769,103722,0.527443039,D,219491,-97699,5.0,492937.0,522388.0,1015325.0,-154721.0,-0.15,0.49,0.6
8411,IA,2006,4,90982,121650,0.427884796,R,212632,75649,5.0,492937.0,522388.0,1015325.0,-154721.0,-0.15,0.49,0.6
8412,IA,2006,5,64181,105580,0.378066812,R,169761,43482,5.0,492937.0,522388.0,1015325.0,-154721.0,-0.15,0.49,0.6
8413,IA,2008,1,186991,102439,0.646066406,D,289430,-60164,5.0,759460.0,698241.0,1457701.0,-102398.0,-0.07,0.52,0.6
8414,IA,2008,2,175218,118778,0.595987701,D,293996,-90559,5.0,759460.0,698241.0,1457701.0,-102398.0,-0.07,0.52,0.6
8415,IA,2008,3,176904,132136,0.572430753,D,309040,-109753,5.0,759460.0,698241.0,1457701.0,-102398.0,-0.07,0.52,0.6
8416,IA,2008,4,120746,185458,0.394331883,R,306204,88391,5.0,759460.0,698241.0,1457701.0,-102398.0,-0.07,0.52,0.6
8417,IA,2008,5,99601,159430,0.384513823,R,259031,69687,5.0,759460.0,698241.0,1457701.0,-102398.0,-0.07,0.52,0.6
8418,IA,2010,1,104428,100219,0.510283561,D,204647,-98115,5.0,479874.0,597414.0,1077288.0,-237774.0,-0.22,0.45,0.6
8419,IA,2010,2,115839,104319,0.5261630279999999,D,220158,-98560,5.0,479874.0,597414.0,1077288.0,-237774.0,-0.22,0.45,0.6
8420,IA,2010,3,122147,111925,0.521835162,D,234072,-106815,5.0,479874.0,597414.0,1077288.0,-237774.0,-0.22,0.45,0.6
8421,IA,2010,4,74300,152588,0.327474349,R,226888,35157,5.0,479874.0,597414.0,1077288.0,-237774.0,-0.22,0.45,0.6
8422,IA,2010,5,63160,128363,0.329777625,R,191523,30559,5.0,479874.0,597414.0,1077288.0,-237774.0,-0.22,0.45,0.6
8423,IA,2012,1,222422,162465,0.577889095,D,384887,-132487,4.0,772387.0,726505.0,1498892.0,36601.0,0.02,0.52,0.5
8424,IA,2012,2,211863,161977,0.5667210570000001,D,373840,-137035,4.0,772387.0,726505.0,1498892.0,36601.0,0.02,0.52,0.5
8425,IA,2012,3,168632,202000,0.454984999,R,370632,151949,4.0,772387.0,726505.0,1498892.0,36601.0,0.02,0.52,0.5
8426,IA,2012,4,169470,200063,0.458605862,R,369533,154174,4.0,772387.0,726505.0,1498892.0,36601.0,0.02,0.52,0.5
8427,IA,2014,1,141145,147762,0.488548218,R,288907,137837,4.0,509189.0,595865.0,1105054.0,192966.0,0.17,0.46,0.25
8428,IA,2014,2,143431,129455,0.525607763,D,272886,-122468,4.0,509189.0,595865.0,1105054.0,192966.0,0.17,0.46,0.25
8429,IA,2014,3,119109,148814,0.444564296,R,267923,104257,4.0,509189.0,595865.0,1105054.0,192966.0,0.17,0.46,0.25
8430,IA,2014,4,105504,169834,0.383179946,R,275338,73340,4.0,509189.0,595865.0,1105054.0,192966.0,0.17,0.46,0.25
8431,KS,1972,1,40678,145712,0.218241322,R,186390,-11838,5.0,280653.0,581900.0,862553.0,-41315.0,-0.05,0.33,0.2
8432,KS,1972,2,106276,65071,0.620238463,D,171347,-44469,5.0,280653.0,581900.0,862553.0,-41315.0,-0.05,0.33,0.2
8433,KS,1972,3,43777,122358,0.263502573,R,166135,4487,5.0,280653.0,581900.0,862553.0,-41315.0,-0.05,0.33,0.2
8434,KS,1972,4,40753,120120,0.253324051,R,160873,1070,5.0,280653.0,581900.0,862553.0,-41315.0,-0.05,0.33,0.2
8435,KS,1972,5,49169,128639,0.276528615,R,177808,9435,5.0,280653.0,581900.0,862553.0,-41315.0,-0.05,0.33,0.2
8436,KS,1974,1,57326,101565,0.3607882129999999,R,158891,35207,5.0,325400.0,417956.0,743356.0,126610.0,0.17,0.44,0.2
8437,KS,1974,2,84864,67650,0.5564341629999999,D,152514,-59044,5.0,325400.0,417956.0,743356.0,126610.0,0.17,0.44,0.2
8438,KS,1974,3,49976,89694,0.357814849,R,139670,30118,5.0,325400.0,417956.0,743356.0,126610.0,0.17,0.44,0.2
8439,KS,1974,4,61210,70401,0.465082706,R,131611,56615,5.0,325400.0,417956.0,743356.0,126610.0,0.17,0.44,0.2
8440,KS,1974,5,72024,88646,0.448272857,R,160670,63714,5.0,325400.0,417956.0,743356.0,126610.0,0.17,0.44,0.2
8441,KS,1976,1,52459,142311,0.269338194,R,194770,7534,5.0,348621.0,545240.0,893861.0,-98177.0,-0.11,0.39,0.4
8442,KS,1976,2,88645,82946,0.516606349,D,171591,-80097,5.0,348621.0,545240.0,893861.0,-98177.0,-0.11,0.39,0.4
8443,KS,1976,3,52110,123578,0.296605346,R,175688,16377,5.0,348621.0,545240.0,893861.0,-98177.0,-0.11,0.39,0.4
8444,KS,1976,4,90067,86832,0.509143636,D,176899,-85215,5.0,348621.0,545240.0,893861.0,-98177.0,-0.11,0.39,0.4
8445,KS,1976,5,65340,109573,0.37355714,R,174913,43224,5.0,348621.0,545240.0,893861.0,-98177.0,-0.11,0.39,0.4
8446,KS,1978,1,0,131037,0.0,R,131037,-65518,5.0,233001.0,440586.0,673587.0,-14783.0,-0.02,0.35,0.2
8447,KS,1978,2,70460,76419,0.479714595,R,146879,67481,5.0,233001.0,440586.0,673587.0,-14783.0,-0.02,0.35,0.2
8448,KS,1978,3,0,103265,0.0,R,103265,-51632,5.0,233001.0,440586.0,673587.0,-14783.0,-0.02,0.35,0.2
8449,KS,1978,4,100139,43854,0.6954435290000001,D,143993,-15712,5.0,233001.0,440586.0,673587.0,-14783.0,-0.02,0.35,0.2
8450,KS,1978,5,62402,86011,0.4204618189999999,R,148413,50598,5.0,233001.0,440586.0,673587.0,-14783.0,-0.02,0.35,0.2
8451,KS,1980,1,73586,121545,0.377110761,R,195131,49607,5.0,404549.0,519874.0,924423.0,166976.0,0.18,0.44,0.2
8452,KS,1980,2,78859,92107,0.461255454,R,170966,72236,5.0,404549.0,519874.0,924423.0,166976.0,0.18,0.44,0.2
8453,KS,1980,3,82414,109294,0.42989338,R,191708,68975,5.0,404549.0,519874.0,924423.0,166976.0,0.18,0.44,0.2
8454,KS,1980,4,124014,55899,0.689299828,D,179913,-21842,5.0,404549.0,519874.0,924423.0,166976.0,0.18,0.44,0.2
8455,KS,1980,5,45676,141029,0.244642618,R,186705,-2000,5.0,404549.0,519874.0,924423.0,166976.0,0.18,0.44,0.2
8456,KS,1982,1,51079,115749,0.30617762,R,166828,18745,5.0,345507.0,400837.0,746344.0,24810.0,0.03,0.46,0.4
8457,KS,1982,2,86286,63942,0.574366962,D,150228,-52771,5.0,345507.0,400837.0,746344.0,24810.0,0.03,0.46,0.4
8458,KS,1982,3,53140,82117,0.392881699,R,135257,38652,5.0,345507.0,400837.0,746344.0,24810.0,0.03,0.46,0.4
8459,KS,1982,4,107326,35478,0.7515615809999999,D,142804,445,5.0,345507.0,400837.0,746344.0,24810.0,0.03,0.46,0.4
8460,KS,1982,5,47676,103551,0.315261164,R,151227,19739,5.0,345507.0,400837.0,746344.0,24810.0,0.03,0.46,0.4
8461,KS,1984,1,49015,159931,0.234582141,R,208946,-6442,5.0,435071.0,541986.0,977057.0,9614.0,0.01,0.45,0.4
8462,KS,1984,2,112263,73045,0.605818421,D,185308,-53437,5.0,435071.0,541986.0,977057.0,9614.0,0.01,0.45,0.4
8463,KS,1984,3,85441,117159,0.421722606,R,202600,69583,5.0,435071.0,541986.0,977057.0,9614.0,0.01,0.45,0.4
8464,KS,1984,4,138917,47776,0.7440932440000001,D,186693,-2206,5.0,435071.0,541986.0,977057.0,9614.0,0.01,0.45,0.4
8465,KS,1984,5,49435,144075,0.255464834,R,193510,2116,5.0,435071.0,541986.0,977057.0,9614.0,0.01,0.45,0.4
8466,KS,1986,1,43359,141297,0.2348095919999999,R,184656,-5609,5.0,312800.0,474570.0,787370.0,-97192.0,-0.12,0.4,0.4
8467,KS,1986,2,110737,46029,0.7063840370000001,D,156766,-13676,5.0,312800.0,474570.0,787370.0,-97192.0,-0.12,0.4,0.4
8468,KS,1986,3,0,109266,0.0,R,109266,-54632,5.0,312800.0,474570.0,787370.0,-97192.0,-0.12,0.4,0.4
8469,KS,1986,4,111164,61178,0.645019786,D,172342,-36186,5.0,312800.0,474570.0,787370.0,-97192.0,-0.12,0.4,0.4
8470,KS,1986,5,47540,116800,0.289278325,R,164340,12911,5.0,312800.0,474570.0,787370.0,-97192.0,-0.12,0.4,0.4
8471,KS,1988,1,0,168700,0.0,R,168700,-84349,5.0,366757.0,565308.0,932065.0,-109652.0,-0.12,0.39,0.4
8472,KS,1988,2,135694,49498,0.7327206359999999,D,185192,-6401,5.0,366757.0,565308.0,932065.0,-109652.0,-0.12,0.39,0.4
8473,KS,1988,3,53959,150223,0.264269132,R,204182,5828,5.0,366757.0,565308.0,932065.0,-109652.0,-0.12,0.39,0.4
8474,KS,1988,4,122777,69165,0.6396567710000001,D,191942,-42360,5.0,366757.0,565308.0,932065.0,-109652.0,-0.12,0.39,0.4
8475,KS,1988,5,54327,127722,0.298419656,R,182049,17630,5.0,366757.0,565308.0,932065.0,-109652.0,-0.12,0.39,0.4
