,State,Year,District,Dem Votes,GOP Votes,D Voteshare,Party,total_votes,net_wasted_votes,total_districts,state_total_dem_votes,state_total_gop_votes,state_total_votes,state_net_wasted_votes,efficiency_gap,dem_state_voteshare,dem_state_seatshare
4344,FL,1968,7,91539,74896,0.549998498,D,166435,-66575,12.0,1011749.0,757907.0,1769656.0,-155137.0,-0.09,0.57,0.75
4345,FL,1968,8,0,117747,0.0,R,117747,-58873,12.0,1011749.0,757907.0,1769656.0,-155137.0,-0.09,0.57,0.75
4346,FL,1968,9,111539,87074,0.561589624,D,198613,-74842,12.0,1011749.0,757907.0,1769656.0,-155137.0,-0.09,0.57,0.75
4347,FL,1968,10,82138,99844,0.451352332,R,181982,73286,12.0,1011749.0,757907.0,1769656.0,-155137.0,-0.09,0.57,0.75
4348,FL,1968,11,99154,30324,0.765798051,D,129478,4090,12.0,1011749.0,757907.0,1769656.0,-155137.0,-0.09,0.57,0.75
4349,FL,1968,12,82362,62032,0.5703976620000001,D,144394,-51868,12.0,1011749.0,757907.0,1769656.0,-155137.0,-0.09,0.57,0.75
4350,GA,1968,1,77403,36118,0.681838603,D,113521,-15476,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4351,GA,1968,2,72830,0,1.0,D,72830,36414,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4352,GA,1968,3,55759,0,1.0,D,55759,27879,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4353,GA,1968,4,58154,78753,0.424770099,R,136907,47855,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4354,GA,1968,5,63183,79258,0.443573129,R,142441,55146,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4355,GA,1968,6,97289,0,1.0,D,97289,48644,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4356,GA,1968,7,96505,0,1.0,D,96505,48252,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4357,GA,1968,8,64912,0,1.0,D,64912,32455,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4358,GA,1968,9,83829,0,1.0,D,83829,41914,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4359,GA,1968,10,80674,0,1.0,D,80674,40336,10.0,750538.0,194129.0,944667.0,363419.0,0.38,0.79,0.8
4360,HI,1968,97,161954,39233,0.80499237,D,201187,22127,2.0,311161.0,117966.0,429127.0,-21370.0,-0.05,0.73,1.0
4361,HI,1968,98,149207,78733,0.654588927,D,227940,-43497,2.0,311161.0,117966.0,429127.0,-21370.0,-0.05,0.73,1.0
4362,ID,1968,1,62002,90870,0.40558114,R,152872,47569,2.0,116258.0,155899.0,272157.0,96439.0,0.35,0.43,0.0
4363,ID,1968,2,54256,65029,0.454843442,R,119285,48870,2.0,116258.0,155899.0,272157.0,96439.0,0.35,0.43,0.0
4364,IL,1968,1,119207,21758,0.8456496290000001,D,140965,26966,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4365,IL,1968,2,106642,56513,0.653623855,D,163155,-31449,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4366,IL,1968,3,101729,86535,0.540352909,D,188264,-78939,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4367,IL,1968,4,70145,151216,0.316880571,R,221361,29610,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4368,IL,1968,5,96584,77887,0.5535819710000001,D,174471,-68539,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4369,IL,1968,6,94779,63999,0.596927786,D,158778,-48610,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4370,IL,1968,7,86769,17594,0.8314153479999999,D,104363,16993,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4371,IL,1968,8,105003,62254,0.627794352,D,167257,-40880,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4372,IL,1968,9,119032,65687,0.6443949999999999,D,184719,-39015,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4373,IL,1968,10,73766,148398,0.332033993,R,222164,36451,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4374,IL,1968,11,128152,101665,0.557626285,D,229817,-88422,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4375,IL,1968,12,50525,120370,0.295649375,R,170895,15603,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4376,IL,1968,13,69987,186714,0.272640153,R,256701,11624,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4377,IL,1968,14,66293,163332,0.288701143,R,229625,17774,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4378,IL,1968,15,55291,121432,0.312868161,R,176723,22221,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4379,IL,1968,16,53838,111037,0.326538287,R,164875,25239,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4380,IL,1968,17,65192,122513,0.34731094,R,187705,36532,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4381,IL,1968,18,68173,106122,0.3911357179999999,R,174295,49199,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4382,IL,1968,19,66135,114948,0.365219264,R,181083,41729,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4383,IL,1968,20,63412,124121,0.338137821,R,187533,33058,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4384,IL,1968,21,111425,94363,0.541455284,D,205788,-85833,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4385,IL,1968,22,63957,115258,0.35687303,R,179215,38307,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4386,IL,1968,23,104349,88945,0.539846038,D,193294,-81244,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4387,IL,1968,24,113507,45649,0.7131807790000001,D,159156,-11721,24.0,2053892.0,2368310.0,4422202.0,-173346.0,-0.04,0.46,0.5
4388,IN,1968,1,90055,68318,0.568625965,D,158373,-57450,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4389,IN,1968,2,85084,104238,0.449414225,R,189322,75508,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4390,IN,1968,3,94452,86354,0.5223941679999999,D,180806,-82306,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4391,IN,1968,4,93515,98977,0.485812397,R,192492,90785,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4392,IN,1968,5,67370,114537,0.370354082,R,181907,43787,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4393,IN,1968,6,76940,142207,0.351088539,R,219147,44307,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4394,IN,1968,7,78045,115921,0.402364332,R,193966,59108,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4395,IN,1968,8,91642,109585,0.4554160229999999,R,201227,82671,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4396,IN,1968,9,102707,86012,0.54423243,D,188719,-77665,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4397,IN,1968,10,83981,98090,0.461254126,R,182071,76927,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4398,IN,1968,11,80015,70725,0.530814648,D,150740,-66081,11.0,943806.0,1094964.0,2038770.0,189591.0,0.09,0.46,0.36
4399,IA,1968,1,81049,91419,0.469936452,R,172468,75865,7.0,513529.0,608875.0,1122404.0,117277.0,0.1,0.46,0.29
4400,IA,1968,2,103651,84634,0.550500571,D,188285,-75126,7.0,513529.0,608875.0,1122404.0,117277.0,0.1,0.46,0.29
4401,IA,1968,3,57164,101839,0.359515229,R,159003,34827,7.0,513529.0,608875.0,1122404.0,117277.0,0.1,0.46,0.29
4402,IA,1968,4,71134,83259,0.460733323,R,154393,65072,7.0,513529.0,608875.0,1122404.0,117277.0,0.1,0.46,0.29
4403,IA,1968,5,99586,60710,0.621263163,D,160296,-41273,7.0,513529.0,608875.0,1122404.0,117277.0,0.1,0.46,0.29
4404,IA,1968,6,54171,100802,0.349551212,R,154973,30856,7.0,513529.0,608875.0,1122404.0,117277.0,0.1,0.46,0.29
4405,IA,1968,7,46774,86212,0.351721234,R,132986,27056,7.0,513529.0,608875.0,1122404.0,117277.0,0.1,0.46,0.29
4406,KS,1968,1,82102,87012,0.485483165,R,169114,79648,5.0,309551.0,507733.0,817284.0,210464.0,0.26,0.38,0.0
4407,KS,1968,2,53151,110768,0.3242516119999999,R,163919,24343,5.0,309551.0,507733.0,817284.0,210464.0,0.26,0.38,0.0
4408,KS,1968,3,59672,100877,0.371674691,R,160549,39070,5.0,309551.0,507733.0,817284.0,210464.0,0.26,0.38,0.0
4409,KS,1968,4,55621,101991,0.352898256,R,157612,32437,5.0,309551.0,507733.0,817284.0,210464.0,0.26,0.38,0.0
4410,KS,1968,5,59005,107085,0.355259197,R,166090,34966,5.0,309551.0,507733.0,817284.0,210464.0,0.26,0.38,0.0
4411,KY,1968,1,72072,0,1.0,D,72072,36035,7.0,440974.0,421010.0,861984.0,-8614.0,-0.01,0.51,0.57
4412,KY,1968,2,65860,50904,0.564043712,D,116764,-43427,7.0,440974.0,421010.0,861984.0,-8614.0,-0.01,0.51,0.57
4413,KY,1968,3,55366,70318,0.4405174879999999,R,125684,47891,7.0,440974.0,421010.0,861984.0,-8614.0,-0.01,0.51,0.57
4414,KY,1968,4,55971,103793,0.350335495,R,159764,32061,7.0,440974.0,421010.0,861984.0,-8614.0,-0.01,0.51,0.57
4415,KY,1968,5,30575,86391,0.261400749,R,116966,2668,7.0,440974.0,421010.0,861984.0,-8614.0,-0.01,0.51,0.57
4416,KY,1968,6,78536,58905,0.571416099,D,137441,-49090,7.0,440974.0,421010.0,861984.0,-8614.0,-0.01,0.51,0.57
4417,KY,1968,7,82594,50699,0.6196424420000001,D,133293,-34752,7.0,440974.0,421010.0,861984.0,-8614.0,-0.01,0.51,0.57
4418,LA,1968,1,70658,0,1.0,D,70658,35328,8.0,511355.0,117626.0,628981.0,79232.0,0.13,0.81,1.0
4419,LA,1968,2,81537,77633,0.512263618,D,159170,-75682,8.0,511355.0,117626.0,628981.0,79232.0,0.13,0.81,1.0
4420,LA,1968,3,39215,0,1.0,D,39215,19607,8.0,511355.0,117626.0,628981.0,79232.0,0.13,0.81,1.0
4421,LA,1968,4,63788,0,1.0,D,63788,31893,8.0,511355.0,117626.0,628981.0,79232.0,0.13,0.81,1.0
4422,LA,1968,5,34901,0,1.0,D,34901,17450,8.0,511355.0,117626.0,628981.0,79232.0,0.13,0.81,1.0
4423,LA,1968,6,100461,25867,0.795239377,D,126328,11429,8.0,511355.0,117626.0,628981.0,79232.0,0.13,0.81,1.0
4424,LA,1968,7,79709,14126,0.8494591570000001,D,93835,18665,8.0,511355.0,117626.0,628981.0,79232.0,0.13,0.81,1.0
4425,LA,1968,8,41086,0,1.0,D,41086,20542,8.0,511355.0,117626.0,628981.0,79232.0,0.13,0.81,1.0
4426,ME,1968,1,113501,86949,0.56623098,D,200450,-73674,2.0,215870.0,168347.0,384217.0,-144587.0,-0.38,0.56,1.0
4427,ME,1968,2,102369,81398,0.5570586670000001,D,183767,-70913,2.0,215870.0,168347.0,384217.0,-144587.0,-0.38,0.56,1.0
4428,MD,1968,1,31250,87078,0.26409641,R,118328,3337,8.0,535819.0,483829.0,1019648.0,144024.0,0.14,0.53,0.5
4429,MD,1968,2,86025,59635,0.59058767,D,145660,-46441,8.0,535819.0,483829.0,1019648.0,144024.0,0.14,0.53,0.5
4430,MD,1968,3,63269,14604,0.812463884,D,77873,9728,8.0,535819.0,483829.0,1019648.0,144024.0,0.14,0.53,0.5
4431,MD,1968,4,60651,31813,0.655941772,D,92464,-17395,8.0,535819.0,483829.0,1019648.0,144024.0,0.14,0.53,0.5
4432,MD,1968,5,79870,89073,0.4727630029999999,R,168943,75269,8.0,535819.0,483829.0,1019648.0,144024.0,0.14,0.53,0.5
4433,MD,1968,6,63597,71714,0.4700061339999999,R,135311,59539,8.0,535819.0,483829.0,1019648.0,144024.0,0.14,0.53,0.5
4434,MD,1968,7,81048,20745,0.796204061,D,101793,9406,8.0,535819.0,483829.0,1019648.0,144024.0,0.14,0.53,0.5
4435,MD,1968,8,70109,109167,0.391067404,R,179276,50581,8.0,535819.0,483829.0,1019648.0,144024.0,0.14,0.53,0.5
4436,MA,1968,1,0,140419,0.0,R,140419,-70209,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4437,MA,1968,2,126485,45262,0.73646119,D,171747,-4651,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4438,MA,1968,3,91587,46860,0.661531127,D,138447,-24497,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4439,MA,1968,4,121211,77658,0.609501732,D,198869,-55882,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4440,MA,1968,5,81875,124930,0.3959043539999999,R,206805,60348,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4441,MA,1968,6,70304,136951,0.339214977,R,207255,36981,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4442,MA,1968,7,119562,71689,0.625157516,D,191251,-47753,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4443,MA,1968,8,107645,0,1.0,D,107645,53822,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4444,MA,1968,9,77347,15906,0.8294317609999999,D,93253,14814,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4445,MA,1968,10,66949,138220,0.32631148,R,205169,31314,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4446,MA,1968,11,169766,0,1.0,D,169766,84882,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4447,MA,1968,12,0,173295,0.0,R,173295,-86647,12.0,1032731.0,971190.0,2003921.0,-7478.0,-0.0,0.52,0.58
4448,MI,1968,1,127847,0,1.0,D,127847,63923,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4449,MI,1968,2,75009,90804,0.452371044,R,165813,67112,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4450,MI,1968,3,58692,109754,0.3484321379999999,R,168446,33162,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4451,MI,1968,4,52441,100128,0.343719891,R,152569,28598,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4452,MI,1968,5,62219,105085,0.371891885,R,167304,40787,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4453,MI,1968,6,57839,103423,0.358664782,R,161262,35048,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4454,MI,1968,7,67779,104502,0.393421213,R,172281,49418,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4455,MI,1968,8,47639,105238,0.311616528,R,152877,18840,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4456,MI,1968,9,53886,111774,0.325280695,R,165660,24943,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4457,MI,1968,10,54152,104791,0.340700754,R,158943,28833,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4458,MI,1968,11,66251,94513,0.4121009679999999,R,160764,52121,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4459,MI,1968,12,131517,54760,0.706029193,D,186277,-16382,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4460,MI,1968,13,81951,12873,0.86424323,D,94824,21665,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4461,MI,1968,14,101961,59757,0.6304864020000001,D,161718,-38656,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4462,MI,1968,15,106960,43582,0.7104993959999999,D,150542,-11894,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4463,MI,1968,16,105690,37000,0.740696615,D,142690,-2656,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4464,MI,1968,17,123376,40906,0.751001327,D,164282,328,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4465,MI,1968,18,82234,124025,0.398692906,R,206259,61339,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4466,MI,1968,19,75250,104057,0.41967129,R,179307,60847,19.0,1532693.0,1506972.0,3039665.0,517376.0,0.17,0.5,0.37
4467,MN,1968,1,62916,138400,0.312523595,R,201316,25175,8.0,731536.0,801209.0,1532745.0,128268.0,0.08,0.48,0.38
4468,MN,1968,2,68528,100623,0.405129145,R,169151,52481,8.0,731536.0,801209.0,1532745.0,128268.0,0.08,0.48,0.38
4469,MN,1968,3,86434,158989,0.352183781,R,245423,50157,8.0,731536.0,801209.0,1532745.0,128268.0,0.08,0.48,0.38
4470,MN,1968,4,129082,81392,0.6132919029999999,D,210474,-57548,8.0,731536.0,801209.0,1532745.0,128268.0,0.08,0.48,0.38
4471,MN,1968,5,108588,78819,0.579423394,D,187407,-63935,8.0,731536.0,801209.0,1532745.0,128268.0,0.08,0.48,0.38
4472,MN,1968,6,81578,104664,0.438021499,R,186242,70036,8.0,731536.0,801209.0,1532745.0,128268.0,0.08,0.48,0.38
4473,MN,1968,7,79067,83113,0.487526205,R,162180,77045,8.0,731536.0,801209.0,1532745.0,128268.0,0.08,0.48,0.38
4474,MN,1968,8,115343,55209,0.676292274,D,170552,-25143,8.0,731536.0,801209.0,1532745.0,128268.0,0.08,0.48,0.38
4475,MS,1968,1,73800,0,1.0,D,73800,36899,5.0,415021.0,33683.0,448704.0,156982.0,0.35,0.92,1.0
4476,MS,1968,2,71260,0,1.0,D,71260,35629,5.0,415021.0,33683.0,448704.0,156982.0,0.35,0.92,1.0
4477,MS,1968,3,82896,0,1.0,D,82896,41447,5.0,415021.0,33683.0,448704.0,156982.0,0.35,0.92,1.0
4478,MS,1968,4,78768,33683,0.700465091,D,112451,-11141,5.0,415021.0,33683.0,448704.0,156982.0,0.35,0.92,1.0
4479,MS,1968,5,108297,0,1.0,D,108297,54148,5.0,415021.0,33683.0,448704.0,156982.0,0.35,0.92,1.0
4480,MO,1968,1,79295,44316,0.641488217,D,123611,-26827,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4481,MO,1968,2,115476,101500,0.532206327,D,216976,-94513,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4482,MO,1968,3,106150,38439,0.734149901,D,144589,-4584,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4483,MO,1968,4,104056,75790,0.5785839,D,179846,-61658,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4484,MO,1968,5,86681,45951,0.653545147,D,132632,-25587,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4485,MO,1968,6,102315,85237,0.545528707,D,187552,-76699,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4486,MO,1968,7,70455,123958,0.362398605,R,194413,43704,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4487,MO,1968,8,108416,79179,0.577925851,D,187595,-64561,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4488,MO,1968,9,108184,98923,0.522358008,D,207107,-94293,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4489,MO,1968,10,78326,66830,0.5395987760000001,D,145156,-61083,10.0,959354.0,760123.0,1719477.0,-466101.0,-0.27,0.56,0.9
4490,MT,1968,1,74974,64862,0.536156641,D,139836,-59807,2.0,114726.0,148750.0,263476.0,-42122.0,-0.16,0.44,0.5
4491,MT,1968,2,39752,83888,0.321514073,R,123640,17685,2.0,114726.0,148750.0,263476.0,-42122.0,-0.16,0.44,0.5
4492,NE,1968,1,78374,97697,0.44512725,R,176071,68713,3.0,208356.0,309218.0,517574.0,157927.0,0.31,0.4,0.0
4493,NE,1968,2,71254,87683,0.4483159989999999,R,158937,63040,3.0,208356.0,309218.0,517574.0,157927.0,0.31,0.4,0.0
4494,NE,1968,3,58728,123838,0.321680926,R,182566,26174,3.0,208356.0,309218.0,517574.0,157927.0,0.31,0.4,0.0
4496,NH,1968,1,57959,100269,0.3663005279999999,R,158228,36805,2.0,93901.0,188878.0,282779.0,46414.0,0.16,0.33,0.0
4497,NH,1968,2,35942,88609,0.288572553,R,124551,9609,2.0,93901.0,188878.0,282779.0,46414.0,0.16,0.33,0.0
4498,NJ,1968,1,74703,105856,0.4137318,R,180559,59127,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4499,NJ,1968,2,73361,91218,0.445749458,R,164579,64433,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4500,NJ,1968,3,113587,82441,0.5794427329999999,D,196028,-66869,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4501,NJ,1968,4,106504,92710,0.5346210610000001,D,199214,-85814,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4502,NJ,1968,5,63208,143963,0.305100617,R,207171,22831,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4503,NJ,1968,6,71338,138060,0.340681382,R,209398,37978,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4504,NJ,1968,7,71123,120523,0.371116538,R,191646,46424,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4505,NJ,1968,8,100653,62661,0.6163158089999999,D,163314,-43666,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4506,NJ,1968,9,97599,95267,0.506045648,D,192866,-94102,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4507,NJ,1968,10,89109,47989,0.649965718,D,137098,-27430,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4508,NJ,1968,11,91496,46426,0.663389452,D,137922,-23892,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4509,NJ,1968,12,58112,146264,0.28433867,R,204376,14037,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4510,NJ,1968,13,83151,52159,0.614522208,D,135310,-36664,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4511,NJ,1968,14,87187,50829,0.6317166129999999,D,138016,-32651,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4512,NJ,1968,15,107316,88043,0.549327136,D,195359,-78407,15.0,1288447.0,1364409.0,2652856.0,-244665.0,-0.09,0.49,0.6
4513,NM,1968,1,78117,88517,0.468793884,R,166634,72918,2.0,147975.0,160374.0,308349.0,141777.0,0.46,0.48,0.0
4514,NM,1968,2,69858,71857,0.492947112,R,141715,68859,2.0,147975.0,160374.0,308349.0,141777.0,0.46,0.48,0.0
4515,NY,1968,1,118913,79208,0.600203916,D,198121,-59356,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4516,NY,1968,2,53552,129731,0.292182035,R,183283,15463,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4517,NY,1968,3,98226,75910,0.564076354,D,174136,-64753,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4518,NY,1968,4,45130,116190,0.279754525,R,161320,9601,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4519,NY,1968,5,99193,96427,0.507069829,D,195620,-95045,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4520,NY,1968,6,49676,95016,0.343322368,R,144692,27007,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4521,NY,1968,7,67904,43636,0.6087860860000001,D,111540,-31503,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4522,NY,1968,8,120257,37314,0.7631924659999999,D,157571,4157,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4523,NY,1968,9,69462,59690,0.5378313920000001,D,129152,-54805,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4524,NY,1968,10,106622,44551,0.705297904,D,151173,-13516,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4525,NY,1968,11,40460,10708,0.79072858,D,51168,4167,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4526,NY,1968,12,34885,13777,0.716883811,D,48662,-3224,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4527,NY,1968,13,107960,25499,0.8089375759999999,D,133459,15731,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4528,NY,1968,14,42149,18396,0.6961598809999999,D,60545,-6520,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4529,NY,1968,15,59707,31802,0.652471342,D,91509,-17850,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4530,NY,1968,16,73253,69126,0.514493008,D,142379,-67063,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4531,NY,1968,17,84627,70086,0.546993465,D,154713,-62816,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4532,NY,1968,18,37146,7215,0.837357138,D,44361,7750,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4533,NY,1968,19,44843,27959,0.615958353,D,72802,-19518,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4534,NY,1968,20,66192,13968,0.825748503,D,80160,12143,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4535,NY,1968,21,55129,8778,0.862644155,D,63907,14397,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4536,NY,1968,22,45144,7087,0.864314296,D,52231,11941,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4537,NY,1968,23,94108,36823,0.718760263,D,130931,-8181,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4538,NY,1968,24,83234,46510,0.641524849,D,129744,-28149,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4539,NY,1968,25,125415,74275,0.628048475,D,199690,-48706,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4540,NY,1968,26,44084,130229,0.25290139,R,174313,1012,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
